lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z,label
0.2436480075120926,0.4994198977947235,-5.10341578774387e-07,0.3651082217693329,0.45114654302597046,-0.031781911849975586,0.44558829069137573,0.3343924582004547,-0.040525998920202255,0.46564561128616333,0.2174292802810669,-0.05228004604578018,0.491247296333313,0.12374071031808853,-0.05831661820411682,0.40530261397361755,0.21278902888298035,0.005138256587088108,0.43300461769104004,0.13134056329727173,-0.05971773341298103,0.410355806350708,0.22119303047657013,-0.0982382670044899,0.3884262144565582,0.3105294704437256,-0.11053426563739777,0.33895525336265564,0.1971144676208496,6.429917266359553e-05,0.3727673292160034,0.11664825677871704,-0.08021044731140137,0.35025402903556824,0.23730012774467468,-0.10811574757099152,0.336259126663208,0.345200777053833,-0.10334566980600357,0.27567681670188904,0.19503460824489594,-0.015607768669724464,0.30464109778404236,0.1458461880683899,-0.09353375434875488,0.2887280285358429,0.2717086374759674,-0.09142161905765533,0.28130900859832764,0.36411774158477783,-0.0637408196926117,0.20911040902137756,0.20383289456367493,-0.03381040692329407,0.2423320859670639,0.17340046167373657,-0.08803454786539078,0.23910513520240784,0.2718852460384369,-0.0835980474948883,0.238470658659935,0.34197041392326355,-0.06218988820910454,A
0.7563519924879074,0.4994198977947235,-5.10341578774387e-07,0.6348917782306671,0.45114654302597046,-0.031781911849975586,0.5544117093086243,0.3343924582004547,-0.040525998920202255,0.5343543887138367,0.2174292802810669,-0.05228004604578018,0.508752703666687,0.12374071031808853,-0.05831661820411682,0.5946973860263824,0.21278902888298035,0.005138256587088108,0.56699538230896,0.13134056329727173,-0.05971773341298103,0.589644193649292,0.22119303047657013,-0.0982382670044899,0.6115737855434418,0.3105294704437256,-0.11053426563739777,0.6610447466373444,0.1971144676208496,6.429917266359553e-05,0.6272326707839966,0.11664825677871704,-0.08021044731140137,0.6497459709644318,0.23730012774467468,-0.10811574757099152,0.663740873336792,0.345200777053833,-0.10334566980600357,0.724323183298111,0.19503460824489594,-0.015607768669724464,0.6953589022159576,0.1458461880683899,-0.09353375434875488,0.7112719714641571,0.2717086374759674,-0.09142161905765533,0.7186909914016724,0.36411774158477783,-0.0637408196926117,0.7908895909786224,0.20383289456367493,-0.03381040692329407,0.7576679140329361,0.17340046167373657,-0.08803454786539078,0.7608948647975922,0.2718852460384369,-0.0835980474948883,0.761529341340065,0.34197041392326355,-0.06218988820910454,A
0.3396656811237335,0.6829253435134888,-6.872851940897817e-07,0.42398396134376526,0.6768248677253723,-0.055412936955690384,0.5023351311683655,0.6061935424804688,-0.0724881961941719,0.5384734272956848,0.5302987694740295,-0.08203258365392685,0.5688923597335815,0.47417891025543213,-0.08095716685056686,0.4883494973182678,0.5155837535858154,-0.0363895446062088,0.49662137031555176,0.46075722575187683,-0.0904957726597786,0.46380919218063354,0.5316535234451294,-0.10746899992227554,0.44994834065437317,0.5676119923591614,-0.10776924341917038,0.4296545386314392,0.5030003786087036,-0.024743525311350822,0.43782544136047363,0.45094457268714905,-0.08487065136432648,0.41401219367980957,0.5397445559501648,-0.08637306094169617,0.4142646789550781,0.5689955949783325,-0.06993572413921356,0.372319757938385,0.5004792809486389,-0.024008825421333313,0.3720811605453491,0.4711637496948242,-0.08691222965717316,0.36219295859336853,0.5531017184257507,-0.07170645147562027,0.37074756622314453,0.5721637010574341,-0.04256480932235718,0.3180215060710907,0.5044184923171997,-0.026911070570349693,0.32351523637771606,0.4793128967285156,-0.06232179328799248,0.3226228952407837,0.5391907095909119,-0.048938293009996414,0.3281955122947693,0.5573829412460327,-0.027814438566565514,A
0.6603343188762665,0.6829253435134888,-6.872851940897817e-07,0.5760160386562347,0.6768248677253723,-0.055412936955690384,0.4976648688316345,0.6061935424804688,-0.0724881961941719,0.4615265727043152,0.5302987694740295,-0.08203258365392685,0.43110764026641846,0.47417891025543213,-0.08095716685056686,0.5116505026817322,0.5155837535858154,-0.0363895446062088,0.5033786296844482,0.46075722575187683,-0.0904957726597786,0.5361908078193665,0.5316535234451294,-0.10746899992227554,0.5500516593456268,0.5676119923591614,-0.10776924341917038,0.5703454613685608,0.5030003786087036,-0.024743525311350822,0.5621745586395264,0.45094457268714905,-0.08487065136432648,0.5859878063201904,0.5397445559501648,-0.08637306094169617,0.5857353210449219,0.5689955949783325,-0.06993572413921356,0.627680242061615,0.5004792809486389,-0.024008825421333313,0.6279188394546509,0.4711637496948242,-0.08691222965717316,0.6378070414066315,0.5531017184257507,-0.07170645147562027,0.6292524337768555,0.5721637010574341,-0.04256480932235718,0.6819784939289093,0.5044184923171997,-0.026911070570349693,0.6764847636222839,0.4793128967285156,-0.06232179328799248,0.6773771047592163,0.5391907095909119,-0.048938293009996414,0.6718044877052307,0.5573829412460327,-0.027814438566565514,A
0.315108984708786,0.47100186347961426,-5.07739798649709e-07,0.4003419876098633,0.4373374581336975,-0.03324717655777931,0.4680129289627075,0.32593056559562683,-0.040475934743881226,0.48894262313842773,0.2251504808664322,-0.04642877355217934,0.5109740495681763,0.1461411416530609,-0.04738819599151611,0.430621474981308,0.21003827452659607,-0.006756355985999107,0.45412445068359375,0.15804852545261383,-0.050244249403476715,0.4373472034931183,0.24048708379268646,-0.07389013469219208,0.4197491705417633,0.31515514850616455,-0.07941895723342896,0.37885400652885437,0.19719453155994415,-0.002333498327061534,0.4045180082321167,0.15518978238105774,-0.05339033156633377,0.38940033316612244,0.259064257144928,-0.06629648804664612,0.3778226375579834,0.3437929153442383,-0.05804892256855965,0.32666853070259094,0.19769415259361267,-0.005971049424260855,0.34851354360580444,0.18340666592121124,-0.0567425936460495,0.34196633100509644,0.28861698508262634,-0.05136571079492569,0.3383468985557556,0.3625278174877167,-0.0295440424233675,0.2725064158439636,0.20939625799655914,-0.012329413555562496,0.302415132522583,0.20176413655281067,-0.047399576753377914,0.3056811988353729,0.28391769528388977,-0.04166919365525246,0.30593863129615784,0.3384103775024414,-0.024182289838790894,A
0.684891015291214,0.47100186347961426,-5.07739798649709e-07,0.5996580123901367,0.4373374581336975,-0.03324717655777931,0.5319870710372925,0.32593056559562683,-0.040475934743881226,0.5110573768615723,0.2251504808664322,-0.04642877355217934,0.48902595043182373,0.1461411416530609,-0.04738819599151611,0.569378525018692,0.21003827452659607,-0.006756355985999107,0.5458755493164062,0.15804852545261383,-0.050244249403476715,0.5626527965068817,0.24048708379268646,-0.07389013469219208,0.5802508294582367,0.31515514850616455,-0.07941895723342896,0.6211459934711456,0.19719453155994415,-0.002333498327061534,0.5954819917678833,0.15518978238105774,-0.05339033156633377,0.6105996668338776,0.259064257144928,-0.06629648804664612,0.6221773624420166,0.3437929153442383,-0.05804892256855965,0.6733314692974091,0.19769415259361267,-0.005971049424260855,0.6514864563941956,0.18340666592121124,-0.0567425936460495,0.6580336689949036,0.28861698508262634,-0.05136571079492569,0.6616531014442444,0.3625278174877167,-0.0295440424233675,0.7274935841560364,0.20939625799655914,-0.012329413555562496,0.697584867477417,0.20176413655281067,-0.047399576753377914,0.6943188011646271,0.28391769528388977,-0.04166919365525246,0.6940613687038422,0.3384103775024414,-0.024182289838790894,A
0.44608378410339355,0.5032789707183838,-4.076586037626839e-07,0.5077986717224121,0.478643536567688,-0.01636674627661705,0.5522183179855347,0.417640745639801,-0.02034054882824421,0.562372088432312,0.34943094849586487,-0.02587745524942875,0.5740498304367065,0.2943766713142395,-0.02967386320233345,0.5297380685806274,0.3528361916542053,0.004942559637129307,0.5427185297012329,0.31107276678085327,-0.023174209520220757,0.5310768485069275,0.35829222202301025,-0.041876450181007385,0.5190768837928772,0.40739601850509644,-0.04792708531022072,0.4963374435901642,0.34662458300590515,0.004118333104997873,0.5138828754425049,0.29886239767074585,-0.026984287425875664,0.5021347403526306,0.36095497012138367,-0.0381072536110878,0.49358659982681274,0.41726046800613403,-0.035744525492191315,0.4632163941860199,0.34724754095077515,-0.0017003758111968637,0.48056095838546753,0.30883610248565674,-0.03387410193681717,0.47165927290916443,0.37407127022743225,-0.03088388964533806,0.465925008058548,0.42441365122795105,-0.017447318881750107,0.42763641476631165,0.3547423183917999,-0.008729472756385803,0.44909611344337463,0.3203774392604828,-0.029998905956745148,0.44687628746032715,0.3700954020023346,-0.02348948083817959,0.44271260499954224,0.4108614921569824,-0.010977000929415226,A
0.5539162158966064,0.5032789707183838,-4.076586037626839e-07,0.4922013282775879,0.478643536567688,-0.01636674627661705,0.44778168201446533,0.417640745639801,-0.02034054882824421,0.437627911567688,0.34943094849586487,-0.02587745524942875,0.42595016956329346,0.2943766713142395,-0.02967386320233345,0.47026193141937256,0.3528361916542053,0.004942559637129307,0.4572814702987671,0.31107276678085327,-0.023174209520220757,0.4689231514930725,0.35829222202301025,-0.041876450181007385,0.4809231162071228,0.40739601850509644,-0.04792708531022072,0.5036625564098358,0.34662458300590515,0.004118333104997873,0.4861171245574951,0.29886239767074585,-0.026984287425875664,0.4978652596473694,0.36095497012138367,-0.0381072536110878,0.5064134001731873,0.41726046800613403,-0.035744525492191315,0.5367836058139801,0.34724754095077515,-0.0017003758111968637,0.5194390416145325,0.30883610248565674,-0.03387410193681717,0.5283407270908356,0.37407127022743225,-0.03088388964533806,0.534074991941452,0.42441365122795105,-0.017447318881750107,0.5723635852336884,0.3547423183917999,-0.008729472756385803,0.5509038865566254,0.3203774392604828,-0.029998905956745148,0.5531237125396729,0.3700954020023346,-0.02348948083817959,0.5572873950004578,0.4108614921569824,-0.010977000929415226,A
0.4797471761703491,0.7242583632469177,-6.619491728088178e-07,0.5880275964736938,0.671597957611084,-0.03217531740665436,0.6598544716835022,0.5198110342025757,-0.03320157900452614,0.6963382959365845,0.38626307249069214,-0.03233993053436279,0.7396764755249023,0.31323927640914917,-0.020074348896741867,0.6187198162078857,0.40813618898391724,0.017415611073374748,0.6316362619400024,0.3375793397426605,-0.0180024616420269,0.607994019985199,0.447243869304657,-0.03110475093126297,0.5955188274383545,0.4655185043811798,-0.035151198506355286,0.5497061014175415,0.39323124289512634,0.020771270617842674,0.5709066987037659,0.3061339557170868,-0.0247749462723732,0.5556374788284302,0.43950355052948,-0.0283646397292614,0.5446193218231201,0.45803165435791016,-0.01556514110416174,0.4847256541252136,0.39812901616096497,0.014865787699818611,0.4968058168888092,0.3136550784111023,-0.032385192811489105,0.49899202585220337,0.44388988614082336,-0.009018796496093273,0.4927333891391754,0.4689590632915497,0.022046126425266266,0.419679194688797,0.4065282940864563,0.006148288957774639,0.43749895691871643,0.3526514172554016,-0.015432295389473438,0.446058064699173,0.4417029917240143,0.008256841450929642,0.44245943427085876,0.4633306562900543,0.03462163731455803,A
0.5202528238296509,0.7242583632469177,-6.619491728088178e-07,0.41197240352630615,0.671597957611084,-0.03217531740665436,0.3401455283164978,0.5198110342025757,-0.03320157900452614,0.3036617040634155,0.38626307249069214,-0.03233993053436279,0.26032352447509766,0.31323927640914917,-0.020074348896741867,0.38128018379211426,0.40813618898391724,0.017415611073374748,0.36836373805999756,0.3375793397426605,-0.0180024616420269,0.392005980014801,0.447243869304657,-0.03110475093126297,0.4044811725616455,0.4655185043811798,-0.035151198506355286,0.4502938985824585,0.39323124289512634,0.020771270617842674,0.42909330129623413,0.3061339557170868,-0.0247749462723732,0.4443625211715698,0.43950355052948,-0.0283646397292614,0.4553806781768799,0.45803165435791016,-0.01556514110416174,0.5152743458747864,0.39812901616096497,0.014865787699818611,0.5031941831111908,0.3136550784111023,-0.032385192811489105,0.5010079741477966,0.44388988614082336,-0.009018796496093273,0.5072666108608246,0.4689590632915497,0.022046126425266266,0.580320805311203,0.4065282940864563,0.006148288957774639,0.5625010430812836,0.3526514172554016,-0.015432295389473438,0.553941935300827,0.4417029917240143,0.008256841450929642,0.5575405657291412,0.4633306562900543,0.03462163731455803,A
