lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z,label
0.0,0.0,0.0,-0.36569702096273565,-0.018068029696069535,-0.38687436042668133,-0.6705325756537741,-0.32574467655908124,-0.5545988230608986,-0.8344504875729384,-0.6734193639193284,-0.6714082133489188,-1.034900001919355,-0.9292988275106961,-0.7350419337866639,-0.6974759327989474,-0.8317914451114055,-0.31889194406072946,-0.6224667502486619,-1.034076590638235,-0.6666191598886784,-0.45445999301704065,-0.6794821041551558,-0.8031958941695158,-0.4071138443526362,-0.46413066758689797,-0.8321906532778149,-0.38499766972327987,-0.8959048275989752,-0.22165589140037503,-0.29016725558429024,-1.081474900438399,-0.6310468815610749,-0.18300198176672292,-0.6378187275658049,-0.6863139558229565,-0.21908896561141478,-0.4368990283336666,-0.6193305354063864,-0.10328713010702427,-0.9065564253866693,-0.1860114690793687,0.015888869683526378,-0.9557653877951923,-0.5912472737788917,0.03669793033057647,-0.5517252302001846,-0.5457169571032279,-0.061734540831371545,-0.3999998000988905,-0.4010852577992885,0.14389347230016214,-0.8900579316122493,-0.1773665505908657,0.2087607668654311,-0.9169910034630474,-0.43299538359822726,0.19348754551664654,-0.6069954635167671,-0.41563612088418894,0.10194651545161036,-0.4837479564814204,-0.3288835198150918,A
0.0,0.0,0.0,-0.3166550446637061,-0.07001111832492986,-0.1196638140155157,-0.5756351956029891,-0.5330220316350782,-0.13465396578642114,-0.6377709070305196,-1.0296166775388167,-0.13569318980774783,-0.7112053912569566,-1.2952831040697166,-0.10761638387157559,-0.43146270165917777,-0.9720576813583903,-0.03187232461319842,-0.4265043121700965,-1.266306467632822,-0.13139704788681406,-0.4009976256960821,-0.8952196350826245,-0.16033639738327984,-0.40016541381705417,-0.7693139443353241,-0.16616082564378126,-0.22307104102119424,-0.9747339019277251,-0.011538244687665062,-0.20516160733898733,-1.2598864188267351,-0.11456541213544971,-0.2287673490476829,-0.8377416546611083,-0.11226887557720905,-0.22678403826080534,-0.7555039080539752,-0.08771273181203368,-0.028097615452718716,-0.9109150881088345,-0.015497828368995738,-0.020139617489985932,-1.1683296095071771,-0.1412405469858234,-0.06726355887899907,-0.7676103629604616,-0.0781029758361927,-0.06610098273863717,-0.6700601878317441,-0.007586608743707511,0.17377587729338673,-0.8386107737191953,-0.02737890017691489,0.16134018334444009,-1.0199604992518154,-0.10543063917669185,0.10881991728068093,-0.7606893667117799,-0.057338844289728796,0.10144838339494835,-0.6736937446188683,-0.002768612725596726,A
0.0,0.0,0.0,-0.32845693464286574,-0.07035685984365124,-0.10000894331771404,-0.6016643119935523,-0.5209461540631463,-0.10615332014503287,-0.6827397484317033,-0.9854577992529738,-0.10349892511647588,-0.7434295018864241,-1.2736456386440185,-0.08000677025663096,-0.42627421173731495,-0.9831569610810396,-0.013064528776514067,-0.47677732184047983,-1.2286803454109017,-0.11677509922251601,-0.46487954908070256,-0.8631547694598195,-0.17017358472319322,-0.44618573699857056,-0.7232986067359645,-0.19037496988282884,-0.22804307954603156,-0.9736507849740983,0.0007090772063496512,-0.26331979426180935,-1.222394988565231,-0.09476238369460861,-0.2898172861664543,-0.8278222714826093,-0.10914458685826631,-0.262963622564807,-0.6987265227993285,-0.09747768098428293,-0.03740289815251331,-0.9137541720975996,-0.008624786626566178,-0.07281309424386127,-1.1477658392547399,-0.11858058424655288,-0.12003738820283803,-0.7721873226898204,-0.06515895256621887,-0.09665379764171815,-0.6285489662959953,-0.004444975953106838,0.16562869359202845,-0.8393238059964984,-0.02537686095875491,0.11030121682356284,-1.0155825313236102,-0.09425971176067503,0.06136911388859289,-0.760607868699645,-0.045800511009443476,0.07809700872953299,-0.6386262567461721,0.008602956916217704,A
0.0,0.0,0.0,-0.33503975962321003,-0.03187286280608947,-0.11699883293411827,-0.6278953972799625,-0.47903402878216295,-0.12377002339018431,-0.7068810789843044,-0.9815498605425707,-0.11544405659631381,-0.7696027724104648,-1.2542186105088606,-0.07803820946136235,-0.49500804138812565,-0.9417297963762354,-0.026970361585057626,-0.49006711388733376,-1.2324143968490358,-0.1414165246113603,-0.4479708296436726,-0.8655982847278215,-0.19543654345227465,-0.45072026155419015,-0.7463088754468098,-0.21912636339208486,-0.2732825021559558,-0.9619080114814093,-0.007046379443452032,-0.26238617704956924,-1.24614465597901,-0.11127544088337171,-0.2709789300788729,-0.8187102859251314,-0.11580640805040968,-0.2771033319106075,-0.7380138811790867,-0.09831622878922613,-0.06830328036841143,-0.9140509068661961,-0.012917580265877492,-0.06109769623734524,-1.1706900507310825,-0.1362156002307659,-0.0932787693821582,-0.7673401171460263,-0.07030869138170176,-0.09944253140866478,-0.6642835637857495,-0.00011770185776386893,0.13978206119639836,-0.8513845845614947,-0.02754998631770979,0.13607975677402634,-1.0255323208995455,-0.10448262455757922,0.09346556352683912,-0.7598256555542914,-0.054159708672619725,0.0781402158256791,-0.670900523987089,0.0016640761995474723,A
0.0,0.0,0.0,-0.3744979754798245,-0.10841427965509343,-0.11288334162741649,-0.656343130023992,-0.5402611613046728,-0.12360985169399683,-0.7161551563440091,-1.0042996977341179,-0.1350366009902252,-0.7964406303067111,-1.3501516255017971,-0.1316418837028522,-0.5088859958433458,-0.9416163066045694,0.02946829150535804,-0.5667103066621634,-1.241527718599873,-0.13186114455477638,-0.4982022727456728,-0.9484646437933145,-0.22839856535909514,-0.44937806114924617,-0.6560868210793375,-0.25553310043209704,-0.3004718125658755,-0.9530084024470478,0.03862220499535698,-0.36654865485184185,-1.272638868232471,-0.15375609944044696,-0.31110290865515294,-0.8922957716737344,-0.21822123959429948,-0.2825680602703708,-0.5641315832507813,-0.19922754121853561,-0.10439018518468032,-0.9247234773029726,0.016319604110162193,-0.1649574861440143,-1.1890229193660753,-0.1949689510378579,-0.13386197047625356,-0.7716707048907456,-0.18197524082402775,-0.12832006023650763,-0.46748219243069206,-0.09987871791524487,0.09910502428296458,-0.8545791617990871,-0.012563446630001716,0.024438529400755037,-1.0421992910563664,-0.17369212954185423,0.02769325664382897,-0.7214112512829289,-0.16012389864484394,0.018326970329547613,-0.4831049272367845,-0.09685760559568415,A
0.0,0.0,0.0,-0.345796236260615,-0.013282826638720886,-0.13451112941133883,-0.6803623977942526,-0.43641409132787945,-0.14651454063533337,-0.7828728058311896,-0.8915154461344063,-0.14988345964891422,-0.8794698544864004,-1.223195156875177,-0.13367960633349707,-0.5458277846117979,-0.8753274697201618,-0.018945379277281477,-0.6513181383548853,-1.1705528674934589,-0.18645314404682367,-0.5705940270328453,-0.8767754775752932,-0.2633617796600165,-0.4882545648864605,-0.5816234970057913,-0.27142306619009615,-0.33503182652108876,-0.9421988231993725,-0.0038797911877528467,-0.4602667548819843,-1.2475509695524736,-0.20845878758362246,-0.36515390566124045,-0.8578052304144124,-0.2673784417732773,-0.2987325341517689,-0.5240495879170379,-0.23813372837812574,-0.13427386147038442,-0.9522511205302576,-0.01974957017281252,-0.2428882378735485,-1.182169847437619,-0.246524035141058,-0.15821114438379297,-0.7595304435457164,-0.2353634137782341,-0.110712453959504,-0.45599287404415995,-0.1474496082525064,0.07982207929231404,-0.9253997261169188,-0.04221662941788157,-0.02965227797220506,-1.0971163615227735,-0.21016892587765573,0.01131107492834753,-0.7804369402010509,-0.19406070019359017,0.03654143126916027,-0.5356529529337337,-0.12470642125980122,A
0.0,0.0,0.0,-0.3416355899955457,-0.08482936384501398,-0.1572139877036203,-0.6136504827520101,-0.42554053920823004,-0.20936609804382336,-0.6638960505427508,-0.7960980317710376,-0.2524626505788225,-0.7246520540411285,-1.1013632921401275,-0.2770083642558808,-0.49610469051380285,-0.8949678092223191,-0.07703090340612159,-0.5499138057318278,-1.1056690434745613,-0.27179857382392203,-0.4675313432017663,-0.7886187073844757,-0.38343003305989354,-0.3962256560393653,-0.4958922505115764,-0.4152062641319124,-0.29298415728440513,-0.9549615673039032,-0.04699668661533128,-0.34990972725207264,-1.0833695237439998,-0.2735681138660523,-0.26700434833288306,-0.6952760442678496,-0.33689826138904944,-0.21889336833180909,-0.36206239766245546,-0.3094362992930631,-0.10919449516955082,-0.9762326235645666,-0.04998204692767228,-0.14523180171075545,-0.966113164307568,-0.26274338135873765,-0.09195245039765365,-0.5895614232228193,-0.2637999238187099,-0.07095462671847018,-0.3055511859066777,-0.18983698299638463,0.07083454467318652,-0.9620206880382625,-0.06632304839020484,0.023793614274521997,-0.8983429664589497,-0.20407098505986973,0.037359712152548144,-0.6018899578803283,-0.20400349110082905,0.027942206770830775,-0.401780160437201,-0.15248506824368235,A
0.0,0.0,0.0,-0.24323574706658843,-0.2334243033468375,-0.11578163043742067,-0.3692464055713433,-0.7410049929930852,-0.12876734931326964,-0.41023533657529354,-1.1132204522442781,-0.13116224714839333,-0.5035891494535476,-1.346025207489015,-0.09410319937255898,-0.19381965368936296,-1.0343637787897695,-0.02617920146576542,-0.19956982629932765,-1.219619436321324,-0.1526644090838621,-0.19489960688765126,-0.8585690999583399,-0.1968493112537072,-0.174430487464416,-0.8194509898906848,-0.21422026675844283,0.01534354661078806,-0.9998141534122129,-0.011671941313358435,0.004507280334063119,-1.1606518425341885,-0.14868069463897565,-0.04093695402220259,-0.739217101623174,-0.14642133116384154,-0.025661503097614197,-0.7446738670912286,-0.11356747671621394,0.1949186456472577,-0.922041112425487,-0.025553840628873323,0.22209183209773226,-1.1451892160742057,-0.17653736379915536,0.13711504424575313,-0.7443322206381686,-0.09865239709836293,0.13176129832354427,-0.704915096922707,-0.009459454761141394,0.3649592681953674,-0.8425055261475899,-0.04920366115458066,0.39710881263990133,-0.9845844889524449,-0.1292926088344358,0.32020734971564874,-0.7450583799539547,-0.06429701378967426,0.30456525666587897,-0.6988912567436757,0.007830071355545969,A
0.0,0.0,0.0,-0.390853245786657,-0.20719198905159522,-0.12258827225706874,-0.6320035543846407,-0.6474829688317664,-0.15088482612701035,-0.7074090115751983,-0.9993875515696394,-0.18599818839551296,-0.82792217402944,-1.2432563549988842,-0.19590714969263542,-0.40459561825608803,-0.9956807441314993,-0.028413090963749502,-0.49573912800014736,-1.1988120132870155,-0.23382627809843073,-0.45276988731540957,-0.9066003687124172,-0.34161977473103455,-0.4066492251459089,-0.6692771673004803,-0.3714657991990313,-0.13814933415581357,-0.9898921285954757,-0.032067666223527594,-0.24006392692522932,-1.1511738212458211,-0.286223868613832,-0.2503083333351461,-0.788462840456279,-0.35147616046515284,-0.2612120382578781,-0.5010793189214816,-0.3180139662254695,0.10602117138671376,-0.944167680696008,-0.07044804158382674,-0.01300660041042806,-0.9357888731221613,-0.3202253474414785,-0.07151369047791674,-0.5663496176252479,-0.3122958854677196,-0.10794533219087786,-0.3174927572780452,-0.221052972816863,0.33705321681625,-0.8626609810638317,-0.12005392686832013,0.18641976679397923,-0.8101584617292426,-0.2788886327707708,0.10902078907131975,-0.537956844599757,-0.2736557842855307,0.06286963910931898,-0.3682163139202521,-0.21417880131913183,A
0.0,0.0,0.0,-0.4446712229453105,-0.08449191645130481,-0.15928558956193004,-0.8273524175634019,-0.46452197416943275,-0.20716920109683656,-0.9755676676781706,-0.845270756514987,-0.24998084386199926,-1.1501835160322431,-1.0969378343507854,-0.27276328113751586,-0.6649893576796885,-0.8773128347960355,-0.0935076145769,-0.7845105406903956,-1.0991108341713425,-0.3210227011723346,-0.6764270229179024,-0.7960122379715016,-0.4348896678407949,-0.580084037272631,-0.540410928595231,-0.4655268679107064,-0.3757421309334321,-0.922581385878502,-0.0875296376783647,-0.5042018599608615,-1.1216601620936295,-0.33854487107022285,-0.413871342927011,-0.7268007272594948,-0.38386369548563537,-0.35200587328176836,-0.44336604426081166,-0.34541794552819727,-0.09600810273481705,-0.912927737484955,-0.11813867036809429,-0.213544993496629,-1.0831171956039172,-0.38459521483696074,-0.1783014299177665,-0.6631344148313073,-0.33781270906153266,-0.15941665113632567,-0.39480475053473035,-0.22679302124194076,0.19376867368002917,-0.8585302969589935,-0.1586736775097022,0.07138766539599105,-0.9596123548590456,-0.3542273758379929,0.043047293536153095,-0.6351498414579777,-0.32001659185605197,0.02605029155209473,-0.43491825477720436,-0.23709887922565803,A
